trace_id,created_at,entity_type,entity_id,signal,triggered_rule,evidence,business_impact,generated_action,confidence_level,run_id,generated_at
TRC-0000000099,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-F7DB6CE3,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000100,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-8F3F54C5,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,No direct revenue at risk identified,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000101,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-F3CF236B,"Low NPS, Failed Payments",Risk band: High,"Risk drivers: Low NPS, Failed Payments.",$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000102,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-2267837D,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000103,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-9FD76CB0,"Low NPS, Failed Payments, High Support Burden",Risk band: Critical,"Risk drivers: Low NPS, Failed Payments, High Support Burden.",$499.00 revenue at risk,Escalate to churn prevention workflow,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000104,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-0DCF7274,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000105,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-AA917E51,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000106,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-619335B9,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000107,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-6DAB6CBE,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000108,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-70321C46,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,No direct revenue at risk identified,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000109,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-1276D8CD,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000110,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-D205894C,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000111,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-39D130EE,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000112,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-BD567C9A,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000113,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-7581F149,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000114,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-406B17B1,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.","$1,999.00 revenue at risk",Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000115,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-3234CE24,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000116,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-D17A23FD,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000117,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-6B655332,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,"$1,999.00 revenue at risk",Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000118,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-3E8F6D95,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000119,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-0C039F9F,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.","$1,999.00 revenue at risk",Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000120,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-E924024A,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000121,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-DEB4EE3B,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000122,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-538127E2,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",No direct revenue at risk identified,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000123,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-C6B0B5FA,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000124,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-50F2BC1E,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000125,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-C3C38357,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000126,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-BF23D6FC,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000127,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-50E1DDB3,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000128,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-FE88587C,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000129,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-FB974E28,"Low NPS, High Support Burden",Risk band: High,"Risk drivers: Low NPS, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000130,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-B7EF7E51,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000131,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-A56E79D7,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000132,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-9115E370,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,"$1,999.00 revenue at risk",Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000133,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-05F63E56,"Low NPS, Failed Payments, High Support Burden",Risk band: Critical,"Risk drivers: Low NPS, Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000134,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-8C903671,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000135,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-E24AC14C,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000136,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-C1E3EF19,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000137,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-CC5AE87C,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000138,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-A8D5747B,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,No direct revenue at risk identified,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000139,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-45B6AE16,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000140,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-06754D23,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,No direct revenue at risk identified,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000141,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-69606482,"Low NPS, High Support Burden",Risk band: High,"Risk drivers: Low NPS, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000142,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-D0263286,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000143,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-D3BFFC22,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000144,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-153C5E61,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000145,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-4781EA8D,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",No direct revenue at risk identified,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000146,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-6F534962,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000147,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-6AAADC22,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000148,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-45813546,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000149,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-C4EB2301,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000150,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-57C6164A,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.","$1,999.00 revenue at risk",Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000151,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-CA87A1E4,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000152,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-A2DCA8DF,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000153,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-6582CCC5,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000154,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-7FA058A7,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000155,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-CEBED870,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000156,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-8FC75FCE,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000157,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-4458CB31,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000158,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-F580C31A,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000159,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-0DEBA7AB,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000160,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-D6310C82,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",No direct revenue at risk identified,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000161,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-5B0E5317,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000162,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-74C10D52,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000163,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-88508B8E,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000164,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-30FBE78E,Failed Payments,Risk band: High,Risk drivers: Failed Payments.,$199.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000165,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-3E05CD90,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$49.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000166,2026-05-01T00:00:00+00:00,ChurnRisk,CUST-9159D16E,"Failed Payments, High Support Burden",Risk band: High,"Risk drivers: Failed Payments, High Support Burden.",$499.00 revenue at risk,Escalate to churn prevention workflow,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
